SELF: RECOIL:25

MOVE: LEECH LIFE
TYPE: BUG
ACC: 100
POWER: 20
PP: 15
TARGET: VAMPIRE:50
DEFENSE: DEFENSE

MOVE: HAZE
TYPE: ICE
ACC: 100
PP: 30
SELF: CLEAR_STATUS
TARGET: CLEAR_STATUS

MOVE: PETAL DANCE
TYPE: GRASS
PP: 20
QUEUE: PETALDANCE1 PETALDANCE1 PETALDANCE2

MOVE: PETALDANCE1
TYPE: GRASS
ACC: 100
POWER: 70
DESC: NAME used PETAL DANCE!
QUEUE_ONLY: YES
DEFENSE: SPECIAL

MOVE: PETALDANCE2
TYPE: GRASS
ACC: 100
POWER: 70
DESC: NAME used PETAL DANCE!
SPECIAL: POST_CONFUSE
QUEUE_ONLY: YES
DEFENSE: SPECIAL

MOVE: ABSORB
TYPE: GRASS
ACC: 100
POWER: 20
PP: 20
DEFENSE: SPECIAL
TARGET: VAMPIRE:50

MOVE: SPORE
TYPE: GRASS
ACC: 100
PP: 15
TARGET: SLEEP

MOVE: PSYCHIC
TYPE: PSYCHIC
ACC: 100
POWER: 90
PP: 10
DEFENSE: SPECIAL
TARGET: SPECIAL_DOWN:33

MOVE: DIG
TYPE: GROUND
QUEUE: DIG1 DIG2
PP: 10

MOVE: DIG1
TYPE: GROUND
SELF: UNTARGETABLE
DESC: NAME dug a hole!
QUEUE_ONLY: YES

MOVE: DIG2
TYPE: GROUND
ACC: 100
POWER: 100
DESC: NAME used DIG!
DEFENSE: DEFENSE
QUEUE_ONLY: YES

MOVE: EARTHQUAKE
TYPE: GROUND
ACC: 100
POWER: 100
DEFENSE: DEFENSE
PP: 10

MOVE: PAY DAY
TYPE: NORMAL
ACC: 100
POWER: 40
PP: 20
DEFENSE: DEFENSE
SPECIAL: PAYDAY

MOVE: TAKE DOWN
TYPE: NORMAL
ACC: 85
POWER: 90
PP: 20
SELF: RECOIL:25
DEFENSE: DEFENSE

MOVE: KARATE CHOP
TYPE: FIGHTING
ACC: 100
POWER: 50
PP: 25
DEFENSE: DEFENSE
CRITICAL: HIGH

MOVE: SEISMIC TOSS
TYPE: FIGHTING
ACC: 100
PP: 20
TARGET: SELF_LEVEL

MOVE: HYPNOSIS
TYPE: PSYCHIC
ACC: 60
PP: 20
TARGET: SLEEP

MOVE: AMNESIA
TYPE: PSYCHIC
ACC: 100
PP: 20
SELF: SPECIAL_UP SPECIAL_UP

MOVE: TELEPORT
TYPE: PSYCHIC
PP: 20
SELF: FLEE

MOVE: RECOVER
TYPE: NORMAL
PP: 20
SELF: HEAL:50

MOVE: REFLECT
TYPE: PSYCHIC
PP: 20
SELF: REFLECT

MOVE: LOW KICK
TYPE: FIGHTING
ACC: 90
POWER: 50
PP: 20
DEFENSE: DEFENSE
TARGET: FLINCH:30

MOVE: SUBMISSION
TYPE: FIGHTING
ACC: 80
POWER: 80
DEFENSE: DEFENSE
PP: 25
SELF: RECOIL:25

MOVE: SLAM
TYPE: NORMAL
ACC: 75
POWER: 80
PP: 20
DEFENSE: DEFENSE

MOVE: CONSTRICT
TYPE: NORMAL
ACC: 100
POWER: 10
PP: 35
DEFENSE: DEFENSE
TARGET: SPEED_DOWN:10

MOVE: BARRIER
TYPE: PSYCHIC
ACC: 100
PP: 30
SELF: DEFENSE_UP DEFENSE_UP

MOVE: SELFDESTRUCT
TYPE: NORMAL
ACC: 100
PP: 5
POWER: 260
SELF: KO
DEFENSE: DEFENSE

MOVE: EXPLOSION
TYPE: NORMAL
POWER: 340
ACC: 100
PP: 5
SELF: KO
DEFENSE: DEFENSE

MOVE: ROCK THROW
TYPE: ROCK
ACC: 65
POWER: 50
PP: 15
DEFENSE: DEFENSE

MOVE: STOMP
TYPE: NORMAL
ACC: 100
POWER: 65
PP: 20
TARGET: FLINCH:30
DEFENSE: DEFENSE

MOVE: HEADBUTT
TYPE: NORMAL
ACC: 100
POWER: 70
PP: 15
DEFENSE: DEFENSE
TARGET: FLINCH:30

MOVE: SONICBOOM
TYPE: NORMAL
ACC: 90
PP: 20
TARGET: EXACT_DAMAGE:20

MOVE: SWORDS DANCE
TYPE: NORMAL
PP: 30
ACC: 100
SELF: ATTACK_UP ATTACK_UP

MOVE: TRI ATTACK
TYPE: NORMAL
ACC: 100
POWER: 80
PP: 10
DEFENSE: SPECIAL

MOVE: AURORA BEAM
TYPE: ICE
ACC: 100
POWER: 65
PP: 20
TARGET: ATTACK_DOWN:10
DEFENSE: SPECIAL

MOVE: ICE BEAM
TYPE: ICE
ACC: 100
POWER: 95
PP: 10
TARGET: FREEZE:10
DEFENSE: SPECIAL

MOVE: POISON GAS
TYPE: POISON
ACC: 55
PP: 40
TARGET: POISON

MOVE: SLUDGE
TYPE: POISON
ACC: 100
POWER: 65
PP: 20
TARGET: POISON:30
DEFENSE: SPECIAL

MOVE: ACID ARMOR
TYPE: POISON
ACC: 100
PP: 40
SELF: DEFENSE_UP DEFENSE_UP

MOVE: CLAMP
TYPE: WATER
ACC: 75
POWER: 35x2-5
PP: 10
TARGET: FLINCH
DEFENSE: DEFENSE

MOVE: SPIKE CANNON
TYPE: NORMAL
ACC: 100
POWER: 20x2-5
PP: 15
DEFENSE: DEFENSE

MOVE: LICK
TYPE: GHOST
ACC: 100
POWER: 20
PP: 30
TARGET: PARALYZE:30
DEFENSE: DEFENSE

MOVE: NIGHT SHADE
TYPE: GHOST
ACC: 100
PP: 15
TARGET: SELF_LEVEL

MOVE: DREAM EATER
TYPE: PSYCHIC
ACC: 100
POWER: 100
PP: 15
DEFENSE: SPECIAL
TARGET: VAMPIRE:50
SPECIAL: SLEEPING_TARGET_ONLY

MOVE: BIND
TYPE: NORMAL
ACC: 75
POWER: 15x2-5
PP: 20
TARGET: FLINCH
DEFENSE: DEFENSE

MOVE: MEDITATE
TYPE: PSYCHIC
ACC: 100
SELF: ATTACK_UP
PP: 40

MOVE: VICE GRIP
TYPE: NORMAL
ACC: 100
POWER: 55
PP: 30
DEFENSE: DEFENSE

MOVE: GUILLOTINE
TYPE: NORMAL
ACC: 30
PP: 5
TARGET: KO

MOVE: CRABHAMMER
TYPE: WATER
ACC: 85
POWER: 90
PP: 10
DEFENSE: DEFENSE
CRITICAL: HIGH

MOVE: BARRAGE
TYPE: NORMAL
ACC: 85
POWER: 15x2-5
PP: 20
DEFENSE: DEFENSE

MOVE: BONE CLUB
TYPE: GROUND
ACC: 85
POWER: 65
PP: 20
TARGET: FLINCH:10
DEFENSE: DEFENSE

MOVE: BOOMERANG
TYPE: GROUND
POWER: 50x2
ACC: 90
PP: 10
DEFENSE: DEFENSE

MOVE: ROLLING KICK
TYPE: FIGHTING
ACC: 85
POWER: 60
PP: 15
DEFENSE: DEFENSE
TARGET: FLINCH:30

MOVE: JUMP KICK
TYPE: FIGHTING
ACC: 95
POWER: 70
PP: 25
DEFENSE: DEFENSE
SELF: EXACT_DAMAGE:1
SPECIAL: SELF_ON_MISS_ONLY

MOVE: HI JUMP KICK
TYPE: FIGHTING
ACC: 90
POWER: 85
PP: 20
DEFENSE: DEFENSE
SELF: EXACT_DAMAGE:1
SPECIAL: SELF_ON_MISS_ONLY

MOVE: MEGA KICK
TYPE: NORMAL
ACC: 75
POWER: 120
PP: 5
DEFENSE: DEFENSE

MOVE: COMET PUNCH
TYPE: NORMAL
ACC: 85
POWER: 18x2-5
PP: 15
DEFENSE: DEFENSE

MOVE: FIRE PUNCH
TYPE: FIRE
ACC: 100
POWER: 75
PP: 15
DEFENSE: DEFENSE
TARGET: BURN:10

MOVE: ICE PUNCH
TYPE: ICE
ACC: 100
POWER: 75
PP: 15
DEFENSE: DEFENSE
TARGET: FREEZE:10

MOVE: THUNDER PUNCH
TYPE: ELECTRIC
ACC: 100
POWER: 75
PP: 15
DEFENSE: DEFENSE
TARGET: PARALYZE:10

MOVE: COUNTER
TYPE: FIGHTING
ACC: 100
PP: 20
SPECIAL: COUNTER

MOVE: MEGA PUNCH
TYPE: NORMAL
ACC: 85
POWER: 80
PP: 20
DEFENSE: DEFENSE
