76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   4   4   4   4   4   4   4   4   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   4   4   4   4   4   4   4   4   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76   1   1   1   1   1   1   1   1   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   1  76  77  77  77  77  77  77  77  77   0   1 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   2  55  56  56  56  56  56  56  56  56  55   3 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   3  55  56  56  56  56  56  56  56  56  55   2 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   2  55  56  56  70  71  71  72  56  56  55   3 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   3  55  56  56  67  68  68  69  56  56  55   2 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 242 243   2  55  56  56  61  62  62  66  56  56  55   3 242 243   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1 295 296   3  55  56  56  57  58  15  60  56  56  55   2 295 296   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   2   3   2  55  56  56  56  56  56  56  56  56  55   3   2   3   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   3   2   3  55  78  78  78  78  78  78  78  78  55   2   3   2   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   2   3   2   3   2   3   2   3   2   3   2   3   2   3 102  71  71 103   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   3   2   3   2   3   2   3   2   3   2   3   2   3   2 104  68  68 105   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   2   3   2   3   2   3   2   3   2   3   2   3   2   3 108  65  65 109   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   3   2   3   2   3   2   3   2   3   2   3   2   3   2 110  15 164 112   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   2   3   2   3   2   3  55   3   3  55   2   3   2   3  56  56   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   3   2   3   2   3   2  55   3   3  55   3   2   3   2  56   5   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   2   3   2   3 102  71  71 168 168  71  71 103   2   3   2   3   1   0   1   1   1   1   1
76  76  76  76  76  76  76  76  76  76  76  76  76   1   3   2   3   2 104  68  68  68  68  68  68 105   3   2   3   2   1   0   1   1   1   1   1
1    1   1   1   1   1   1   1   1   1   1   1   1  76  56  56  56  56 108  65  65  65  63  64  65 109  56  56  56  56  76   1   1   1   1   1   1
1    1   1   1   1   1   1   1   1   1   1   1   1  76  55  55  55  55 110 164 164 164  15  58 164 112  55  55  55  55  76   1   1   1   1   1   1
1    1   1   1   1   1   1   1   1   1   1   1   1  76  93  93  93  93   1   1   1   1   1   1   1   1  93  93  93  93  76   1   1   1   1   1   1
1    1   1   1   1   1   1   1   1   1   1   1   1  76  94  94  94  94   1   1   1   1   1   1   1   1  94  94  94  94  76   1   1   1   1   1   1
1    1   1   1   1   1   1   1   1   1   1   1   1  76  93  93  93  93   1   1   1   1   1   1   1   1  93  93  93  93  76   1   1   1   1   1   1
1    1   1   1   1   1   1   1   1   1   1   1   1  76  94  94  94  94   1   1   1   1   1   1   1   1  94  94  94  94  76   1   1   1   1   1   1
