0     0   0   0   0   1   3   2  94  94  94  94  94  94   3   2   1   0  78  78  78  78   0   1   1   1 242 243   1   1   0   0   0   0   0   0   0   0   0   0   1   1 242 243   1   1   1   0   0   0   0   1   1   1   1   1 162  99
2     3 102  71  71  71  71 103   0   0   0   0  93  93   2   3   1   0  56  56  56  56   0   1   1   1 242 243   1   0  93  93   4   4   4   4   4   4  93  93   0   1 242 243   1   1   1   0   0   0   0   1   1   1   2   3  56  56
3     2 104  68  68  68  68 105   1   1   1   1  94  94   3   2   1   0  56  56  56  56   0   1   1   1 242 243   1   0  94  94   4   4   4   4   4   4  94  94   0   1 242 243   1   1   1   0   0   0   0   1   1   1   3   2  55  55
56   56 453  65  65  65  65 455  56  56   2   3   2   3   2   3   1   0  56  56  56  56   1   1   1   1 242 243   1   0  93  93   4   4   4   4   4   4  93  93   1   1 242 243   1   1   1   0   0   0   0   1   1   1 240 241 165 106
55   55 110 164 164 164 164 112  55  55   3   2   3   2   3   2   1   0   0   0   0   0   1   1   1   1 242 243   1   0  94  94   4   4   4   4   4   4  94  94  76   1 242 243   1   1   1   0   0   0   0   1   1   1 242 243 158  96
0     0   0   0   0   1   1   1   1   1   1   1   1   1 240 241   1   1   1   1   1   1   1   1   1   1 242 243   1   1  93  93   4   4   4   4   4   4  93  93   0   1 242 243   1   1   1   1   1   1   1   1   1   1 242 243 158  96
0     0   0   0   0   1   1   1   1   1   1   1   1   1 242 243   1   1   1   1   1   1   1   1   1   1 242 243  76   1  94  94   4   4   4   4   4   4  94  94   0   1 242 243   1   1   1   1   1   1   1   1   1   1 242 243 158  96
0     0   0   0   0   1   1   1   1   1   1   1   1   1 242 329 323 323 323 323 323 323 323 323 323 323 331 243   1   0  93  93   4   4   4   4   4   4  93  93   0   1 242 329 323 323 323 323 323 323 323 323 323 323 331 243 158  96
0     0   0   0   0   1   1   1   1   1   1   1   1   1 325 326 326 326 326 326 326 326 326 326 326 326 326 327   1   0  94  94   4   4   4   4   4   4  94  94   0   1 325 326 326 326 326 326 326 326 326 326 326 326 326 327 158  96
0     0 165 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106  96  96
0     0 158  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
0     0 158  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
0     0 158  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
