96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96 159  99  99  99  99  99  99  99  99 160  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 102  71  71  71  71  71  71 103 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 104  68  68  68  68  68  68 105 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 108  65  65  65  65  65  65 109 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 108  65  65  65  65  65  65 109 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 108  65  65  65  63  64  65 109 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 110 164 164 164  15  58 164 112 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 482 482 480 480 482 482 482 482 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 482 482 480   5 482 482 482 482 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 482 482 482 482 482 482 482 482 158  96  96  97 482 482  90  81 158  96  96  96  96
96   96  96  96  97 482 482 482 482 482 482 482 482 162  99  99  98 482 482  90  81 158  96  96  96  96
96   96  96  96  97 482 482 482 482 482 482 482 482 482 482 482 482 482 482  90  81 158  96  96  96  96
96   96  96  96  97 482 482 482 482 482 482 482 482 482 482 482 482 482 482  90  81 158  96  96  96  96
96   96  96  96  97  88  88  88  88  88  88  88  88  88  88  88  88  88  88  86  81 158  96  96  96  96
96   96  96  96  97  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81 158  96  96  96  96
96   96  96  96  96 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106 106  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
